1:2026-03-22 12:13:04 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 665bac8f-3e5c-42c0-a60e-0fdb0e6e71b9: sub-trajectories not referenced by parent: {'agent-acompact-0497d074fba840aa', 'agent-acompact-b26e3a617acad709'}
322:2026-03-22 12:13:56 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 29871069-cf1d-40c3-baaf-267128a6c681: sub-trajectories not referenced by parent: {'agent-acompact-9194a03076bdf1fa', 'agent-acompact-6e145bb8c6aa9810'}
323:2026-03-22 12:13:56 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session f6fac801-9f4e-46db-9629-5035a9c951f2: sub-trajectories not referenced by parent: {'agent-acompact-3c67d381b9972bb0'}
324:2026-03-22 12:13:56 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session c1acafd6-9eef-4384-b2f1-badccd20a3a5: sub-trajectories not referenced by parent: {'agent-acompact-e6fa58af9eec3bf9'}
325:2026-03-22 12:13:56 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session f9e6dd32-12b2-44f5-9584-93e5029d6526: sub-trajectories not referenced by parent: {'agent-acompact-f3101bb241a445de', 'agent-acompact-bf2b42953cd2e0a0', 'agent-acompact-01ed8731d2b452a9', 'agent-acompact-af3991337d47dddc', 'agent-acompact-53dcb798856359c2', 'agent-acompact-4a39a60c3b8dc5ff'}
326:2026-03-22 12:13:56 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 54835177-c193-4a23-82cd-5f23f5a0ea3c: sub-trajectories not referenced by parent: {'agent-acompact-34e7e316466fc1ff'}
327:2026-03-22 12:13:56 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 76425aa0-0780-4b43-bbc1-7a3a537bf326: sub-trajectories not referenced by parent: {'agent-acompact-8086496b6338f180'}
328:2026-03-22 12:13:56 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session eaa1c566-61f4-4b4b-9cde-8bea0acd3e8f: sub-trajectories not referenced by parent: {'agent-acompact-15c80e5b843a2e03'}
329:2026-03-22 12:13:57 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session d0daf736-d806-4a82-bfef-89bfbf5c9577: sub-trajectories not referenced by parent: {'agent-acompact-c48519c517354d26'}
330:2026-03-22 12:13:57 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 5a364150-3478-4882-a271-a35220fd7d9a: sub-trajectories not referenced by parent: {'agent-acompact-259302f944dc9906', 'agent-acompact-44d17c5f0fe7eff4', 'agent-acompact-76124e997557e76d'}
331:2026-03-22 12:13:58 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session e06529b0-8b85-4fe1-9e35-b5115e931e6d: sub-trajectories not referenced by parent: {'agent-acompact-8f6bbbc11f2922ed', 'agent-acompact-273e8db8cb65f84e', 'agent-acompact-be87378d8330b753', 'agent-acompact-75d09d82be300a1c', 'agent-acompact-c9e8318736ca9579'}
332:2026-03-22 12:13:58 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 680d7b53-1dcf-4b68-8cac-517ed373f9dc: sub-trajectories not referenced by parent: {'agent-acompact-65569b6f5e9235f9', 'agent-acompact-817c0af7ab239bdc', 'agent-acompact-c3bc6ab22710d92b', 'agent-acompact-8aa21a2fbae455a6', 'agent-acompact-21c1438b820e03ec', 'agent-acompact-e468863866ac93a7'}
333:2026-03-22 12:13:58 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session f3bd4532-d143-4c28-9ce7-b4921bb367a4: sub-trajectories not referenced by parent: {'agent-acompact-ed4f59'}
334:2026-03-22 12:13:58 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 9328f2e1-f195-4937-bcaf-6d712905ea14: sub-trajectories not referenced by parent: {'agent-acompact-58024d', 'agent-acompact-101528', 'agent-acompact-5227c6', 'agent-acompact-8f8c2b', 'agent-acompact-99e922', 'agent-acompact-2a77f4', 'agent-acompact-4e8903'}
335:2026-03-22 12:13:59 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 648d48aa-3079-49ae-8d72-a797eb0900a9: sub-trajectories not referenced by parent: {'agent-acompact-b85460', 'agent-acompact-cadd68', 'agent-acompact-ff4616', 'agent-acompact-f1a60d', 'agent-acompact-3f0c79'}
336:2026-03-22 12:13:59 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 4f9601a6-352f-4a6a-af5b-1b5c80121166: sub-trajectories not referenced by parent: {'agent-acompact-d14a0d', 'agent-acompact-4241ce', 'agent-acompact-9793ad', 'agent-acompact-8dd968', 'agent-acompact-2bdb78'}
337:2026-03-22 12:13:59 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 9e14d594-5f63-4b19-ba8b-624bd0c9869b: sub-trajectories not referenced by parent: {'agent-acompact-320250'}
338:2026-03-22 12:13:59 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 1578c4df-eed4-41ee-bbb2-515c08770015: sub-trajectories not referenced by parent: {'agent-acompact-3e409d'}
339:[Omitted long matching line]
340:2026-03-22 12:14:03 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 38c7b3aa-b979-4e02-aa40-98847ab446e5: sub-trajectories not referenced by parent: {'agent-acompact-27a0e3', 'agent-acompact-08bcdf', 'agent-acompact-07900b', 'agent-acompact-3cbf13', 'agent-acompact-9a85b1', 'agent-acompact-995f96', 'agent-acompact-d05b1c', 'agent-acompact-d90bb5', 'agent-acompact-f6bf9d', 'agent-acompact-cf8228', 'agent-acompact-d4eea4', 'agent-acompact-02bd4a', 'agent-acompact-68bb33'}
